/* DATA DESCRIPTION:
Citation:	Berger, A; Loutre, M-F (1999): Parameters of the Earths orbit for the last 5 Million years in 1 kyr resolution. PANGAEA, https://doi.org/10.1594/PANGAEA.56040, 
	Supplement to: Berger, A; Loutre, M-F (1991): Insolation values for the climate of the last 10 million of years. Quaternary Science Reviews, 10(4), 297-317, https://doi.org/10.1016/0277-3791(91)90033-Q
Abstract:	New values for the astronomical parameters of the Earth's orbit and rotation (eccentricity, obliquity and precession) are proposed for paleoclimatic research related to the Late Miocene, the Pliocene and the Quaternary. They have been obtained from a numerical solution of the Lagrangian system of the planetary point masses and from an analytical solution of the Poisson equations of the Earth-Moon system. The analytical expansion developed in this paper allows the direct determination of the main frequencies with their phase and amplitude. Numerical and analytical comparisons with the former astronomical solution BER78 are performed so that the accuracy and the interval of time over which the new solution is valid can be estimated. The corresponding insolation values have also been computed and compared to the former ones. This analysis leads to the conclusion that the new values are expected to be reliable over the last 5 Ma in the time domain and at least over the last 10 Ma in the frequency domain.
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Eccentricity (ECC)
	Eccentricity (ECC) * COMMENT: 413k component notched out
	Perihelion [deg] (OMEGA)
	Obliquity/tilt [deg] (OBL)
	Precession (Prec)
	Extraterrestrial insolation [W/m**2] (EXI) * COMMENT: mid-month insolation 65N for July
	Sum normalized ECC, TILT,-PREC index (ETP) * METHOD/DEVICE: Calculated
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	27007 data points
*/
Age [ka BP]	ECC	ECC (413k component notched out)	OMEGA [deg]	OBL [deg]	Prec	EXI [W/m**2] (mid-month insolation 65N for ...)	ETP
362	0.01121	1.18580	151.00	23.304	0.005	430.67	-2.1651
363	0.01039	1.23520	131.81	23.459	0.008	432.12	-1.9645
364	0.00959	1.27240	112.32	23.608	0.009	434.59	-1.7249
365	0.00880	1.29470	92.43	23.749	0.009	437.87	-1.4368
366	0.00803	1.29950	72.02	23.878	0.008	441.67	-1.1430
367	0.00730	1.28610	50.94	23.994	0.006	445.61	-0.8332
368	0.00662	1.25630	29.00	24.092	0.003	449.33	-0.5587
369	0.00599	1.21300	6.00	24.173	0.001	452.47	-0.3143
370	0.00545	1.15980	341.73	24.235	-0.002	454.76	-0.1363
371	0.00502	1.10000	316.07	24.277	-0.003	456.00	-0.0208
372	0.00473	1.03590	289.13	24.299	-0.004	456.12	0.0190
373	0.00460	0.96919	261.33	24.301	-0.005	455.19	-0.0110
374	0.00463	0.90128	233.40	24.284	-0.004	453.37	-0.1024
375	0.00483	0.83317	206.11	24.248	-0.002	450.94	-0.2414
376	0.00516	0.76516	179.99	24.194	0.000	448.21	-0.4128
377	0.00560	0.69812	155.21	24.123	0.002	445.51	-0.5929
378	0.00611	0.63232	131.71	24.038	0.005	443.15	-0.7660
379	0.00668	0.56779	109.30	23.940	0.006	441.39	-0.9185
380	0.00728	0.50498	87.77	23.831	0.007	440.36	-1.0345
381	0.00789	0.44411	66.93	23.713	0.007	440.10	-1.1142
382	0.00852	0.38527	46.63	23.589	0.006	440.55	-1.1541
383	0.00914	0.32835	26.73	23.461	0.004	441.52	-1.1669
384	0.00975	0.27375	7.15	23.331	0.001	442.73	-1.1568
385	0.01036	0.22137	347.81	23.201	-0.002	443.85	-1.1435
386	0.01094	0.17140	328.66	23.075	-0.006	444.55	-1.1355
387	0.01152	0.12364	309.64	22.954	-0.009	444.52	-1.1495
388	0.01206	0.07840	290.74	22.841	-0.011	443.53	-1.1971
389	0.01259	0.03566	271.92	22.738	-0.013	441.50	-1.2901
390	0.01308	0.00456	253.17	22.646	-0.013	438.44	-1.4295
391	0.01356	0.04228	234.47	22.568	-0.011	434.55	-1.6189
392	0.01400	0.07749	215.81	22.505	-0.008	430.14	-1.8488
393	0.01441	0.11010	197.20	22.459	-0.004	425.62	-2.1084
394	0.01479	0.14001	178.62	22.430	0.000	421.42	-2.3735
395	0.01514	0.16731	160.08	22.419	0.005	418.01	-2.6218
396	0.01545	0.19200	141.57	22.426	0.010	415.75	-2.8261
397	0.01573	0.21400	123.10	22.452	0.013	414.95	-2.9632
398	0.01598	0.23339	104.68	22.496	0.015	415.75	-3.0054
399	0.01619	0.24998	86.30	22.558	0.016	418.15	-2.9448
400	0.01637	0.26387	67.96	22.636	0.015	422.02	-2.7667
401	0.01651	0.27497	49.68	22.728	0.013	427.04	-2.4844
402	0.01662	0.28336	31.45	22.834	0.009	432.81	-2.1057
403	0.01670	0.28905	13.27	22.950	0.004	438.85	-1.6584
404	0.01673	0.29204	355.15	23.075	-0.001	444.65	-1.1673
405	0.01674	0.29223	337.09	23.206	-0.007	449.73	-0.6690
406	0.01671	0.28953	319.08	23.341	-0.011	453.68	-0.1915
407	0.01665	0.28413	301.12	23.476	-0.014	456.24	0.2364
408	0.01655	0.27593	283.21	23.608	-0.016	457.29	0.5926
409	0.01643	0.26493	265.34	23.736	-0.016	456.89	0.8594
410	0.01627	0.25114	247.51	23.856	-0.015	455.22	1.0296
411	0.01608	0.23464	229.70	23.965	-0.012	452.62	1.1017
412	0.01586	0.21535	211.90	24.061	-0.008	449.47	1.0845
413	0.01562	0.19326	194.11	24.142	-0.004	446.21	0.9870
414	0.01535	0.16856	176.31	24.206	0.001	443.23	0.8304
415	0.01505	0.14107	158.49	24.251	0.006	440.89	0.6313
416	0.01473	0.11097	140.64	24.276	0.009	439.42	0.4166
417	0.01439	0.07817	122.72	24.281	0.012	438.94	0.2003
418	0.01403	0.04277	104.74	24.265	0.014	439.48	0.0049
419	0.01365	0.00505	86.67	24.228	0.014	440.89	-0.1616
420	0.01326	0.03518	68.48	24.170	0.012	442.96	-0.2886
421	0.01285	0.07772	50.17	24.093	0.010	445.37	-0.3803
422	0.01242	0.12258	31.69	23.998	0.007	447.76	-0.4391
423	0.01200	0.16937	13.03	23.886	0.003	449.76	-0.4805
424	0.01156	0.21818	354.16	23.762	-0.001	451.04	-0.5139
425	0.01112	0.26854	335.06	23.626	-0.005	451.34	-0.5642
426	0.01069	0.32063	315.69	23.483	-0.007	450.50	-0.6419
427	0.01026	0.37388	296.02	23.335	-0.009	448.50	-0.7680
428	0.00984	0.42800	276.02	23.187	-0.010	445.46	-0.9481
429	0.00944	0.48280	255.67	23.043	-0.009	441.60	-1.1903
430	0.00906	0.53769	234.94	22.907	-0.007	437.26	-1.4904
431	0.00871	0.59210	213.82	22.781	-0.005	432.83	-1.8343
432	0.00839	0.64554	192.29	22.670	-0.002	428.72	-2.2042
433	0.00812	0.69715	170.37	22.578	0.001	425.30	-2.5741
434	0.00790	0.74606	148.08	22.506	0.004	422.86	-2.9176
435	0.00773	0.79140	125.48	22.456	0.006	421.62	-3.2001
436	0.00763	0.83201	102.66	22.431	0.007	421.66	-3.4045
437	0.00760	0.86665	79.70	22.430	0.007	422.91	-3.5008
438	0.00764	0.89424	56.73	22.454	0.006	425.23	-3.4934
439	0.00775	0.91372	33.88	22.502	0.004	428.32	-3.3694
440	0.00793	0.92405	11.24	22.571	0.002	431.84	-3.1551
441	0.00818	0.92482	348.92	22.660	-0.002	435.43	-2.8536
442	0.00848	0.91585	326.99	22.766	-0.005	438.70	-2.5058
443	0.00884	0.89713	305.48	22.885	-0.007	441.33	-2.1248
444	0.00926	0.86925	284.40	23.014	-0.009	443.11	-1.7531
445	0.00971	0.83317	263.77	23.149	-0.010	443.93	-1.3994
446	0.01020	0.78947	243.56	23.285	-0.009	443.78	-1.0965
447	0.01073	0.73931	223.74	23.420	-0.007	442.80	-0.8470
448	0.01128	0.68355	204.29	23.549	-0.005	441.24	-0.6641
449	0.01185	0.62306	185.17	23.669	-0.001	439.39	-0.5392
450	0.01245	0.55853	166.35	23.777	0.003	437.59	-0.4737
451	0.01306	0.49080	147.79	23.870	0.007	436.19	-0.4495
452	0.01368	0.42038	129.47	23.947	0.011	435.46	-0.4537
453	0.01432	0.34784	111.35	24.005	0.013	435.63	-0.4595
454	0.01497	0.27365	93.41	24.045	0.015	436.83	-0.4470
455	0.01562	0.19841	75.61	24.064	0.015	439.06	-0.3934
456	0.01628	0.12220	57.94	24.064	0.014	442.22	-0.2826
457	0.01695	0.04570	40.37	24.044	0.011	446.07	-0.1092
458	0.01762	0.03100	22.88	24.005	0.007	450.29	0.1201
459	0.01829	0.10750	5.45	23.950	0.002	454.46	0.3889
460	0.01896	0.18351	348.06	23.879	-0.004	458.13	0.6711
461	0.01964	0.25886	330.70	23.796	-0.010	460.84	0.9342
462	0.02031	0.33314	313.36	23.701	-0.015	462.21	1.1508
463	0.02098	0.40626	296.02	23.599	-0.019	461.92	1.2910
464	0.02166	0.47803	278.68	23.492	-0.021	459.81	1.3364
465	0.02232	0.54817	261.33	23.383	-0.022	455.91	1.2697
466	0.02298	0.61656	243.97	23.275	-0.021	450.40	1.0879
467	0.02364	0.68284	226.58	23.170	-0.017	443.66	0.7956
468	0.02429	0.74709	209.18	23.072	-0.012	436.20	0.4088
469	0.02493	0.80892	191.75	22.984	-0.005	428.62	-0.0507
470	0.02556	0.86825	174.31	22.906	0.003	421.57	-0.5445
471	0.02619	0.92497	156.85	22.842	0.010	415.65	-1.0339
472	0.02680	0.97890	139.38	22.792	0.017	411.41	-1.4694
473	0.02740	1.02980	121.91	22.757	0.023	409.24	-1.8134
474	0.02799	1.07780	104.44	22.739	0.027	409.40	-2.0221
475	0.02856	1.12250	86.98	22.736	0.029	411.94	-2.0713
476	0.02912	1.16390	69.54	22.749	0.027	416.71	-1.9437
477	0.02966	1.20180	52.12	22.777	0.023	423.36	-1.6467
478	0.03018	1.23640	34.72	22.819	0.017	431.39	-1.1968
479	0.03068	1.26710	17.35	22.872	0.009	440.10	-0.6347
480	0.03116	1.29440	0.02	22.937	0.000	448.75	-0.0033
481	0.03162	1.31770	342.73	23.010	-0.009	456.55	0.6377
482	0.03205	1.33730	325.48	23.089	-0.018	462.76	1.2427
483	0.03246	1.35290	308.28	23.173	-0.025	466.81	1.7562
484	0.03284	1.36460	291.11	23.260	-0.031	468.32	2.1456
485	0.03320	1.37220	274.00	23.348	-0.033	467.17	2.3777
486	0.03352	1.37580	256.92	23.434	-0.033	463.52	2.4494
487	0.03382	1.37520	239.88	23.516	-0.029	457.76	2.3599
488	0.03408	1.37070	222.89	23.594	-0.023	450.51	2.1361
489	0.03431	1.36190	205.92	23.666	-0.015	442.52	1.8023
490	0.03450	1.34900	189.00	23.730	-0.005	434.57	1.4043
491	0.03466	1.33200	172.10	23.785	0.005	427.45	0.9857
492	0.03478	1.31090	155.22	23.830	0.015	421.81	0.5957
493	0.03487	1.28570	138.37	23.864	0.023	418.18	0.2689
494	0.03492	1.25620	121.54	23.887	0.030	416.90	0.0466
495	0.03493	1.22300	104.72	23.899	0.034	418.09	-0.0581
496	0.03490	1.18560	87.91	23.898	0.035	421.66	-0.0289
497	0.03483	1.14420	71.11	23.885	0.033	427.31	0.1190
498	0.03472	1.09900	54.32	23.861	0.028	434.55	0.3788
499	0.03456	1.04980	37.52	23.825	0.021	442.73	0.7129
500	0.03437	0.99694	20.72	23.777	0.012	451.09	1.0915
501	0.03413	0.94041	3.91	23.719	0.002	458.83	1.4668
502	0.03385	0.88021	347.10	23.651	-0.008	465.19	1.8027
503	0.03352	0.81645	330.27	23.575	-0.017	469.51	2.0565
504	0.03316	0.74930	313.43	23.492	-0.024	471.35	2.2007
505	0.03275	0.67869	296.58	23.403	-0.029	470.50	2.2087
506	0.03230	0.60499	279.71	23.310	-0.032	467.02	2.0747
507	0.03181	0.52810	262.83	23.214	-0.032	461.22	1.7971
508	0.03128	0.44832	245.93	23.118	-0.029	453.64	1.3937
509	0.03071	0.36574	229.03	23.024	-0.023	444.98	0.8839
510	0.03010	0.28027	212.12	22.935	-0.016	435.98	0.3049
511	0.02944	0.19239	195.21	22.851	-0.008	427.42	-0.3112
512	0.02876	0.10200	178.32	22.776	0.001	419.94	-0.9177
513	0.02804	0.00948	161.44	22.712	0.009	414.09	-1.4797
514	0.02728	0.08525	144.59	22.660	0.016	410.23	-1.9548
515	0.02649	0.18172	127.79	22.623	0.021	408.53	-2.3194
516	0.02567	0.27992	111.05	22.601	0.024	408.98	-2.5526
517	0.02482	0.37967	94.38	22.596	0.025	411.39	-2.6497
518	0.02395	0.48068	77.82	22.609	0.023	415.42	-2.6185
519	0.02305	0.58264	61.38	22.639	0.020	420.64	-2.4769
520	0.02213	0.68538	45.09	22.687	0.016	426.54	-2.2495
521	0.02120	0.78860	28.97	22.752	0.010	432.62	-1.9621
522	0.02026	0.89183	13.06	22.833	0.005	438.41	-1.6443
523	0.01931	0.99495	357.39	22.927	-0.001	443.54	-1.3169
524	0.01835	1.09740	342.01	23.033	-0.006	447.75	-1.0002
525	0.01741	1.19880	326.94	23.149	-0.009	450.91	-0.7055
526	0.01647	1.29840	312.25	23.271	-0.012	453.02	-0.4416
527	0.01556	1.39590	297.98	23.397	-0.014	454.18	-0.2128
528	0.01469	1.49040	284.19	23.524	-0.014	454.57	-0.0242
529	0.01385	1.58100	270.92	23.648	-0.014	454.38	0.1274
530	0.01308	1.66700	258.25	23.766	-0.013	453.82	0.2322
531	0.01239	1.74700	246.20	23.876	-0.011	453.07	0.2994
532	0.01180	1.82020	234.80	23.975	-0.010	452.22	0.3184
533	0.01132	1.88510	224.02	24.060	-0.008	451.35	0.3096
534	0.01098	1.94030	213.77	24.130	-0.006	450.43	0.2649
535	0.01080	1.98480	203.91	24.182	-0.004	449.43	0.2085
536	0.01078	2.01730	194.23	24.215	-0.003	448.25	0.1283
537	0.01092	2.03720	184.50	24.228	-0.001	446.83	0.0459
538	0.01123	2.04410	174.50	24.220	0.001	445.11	-0.0632
539	0.01168	2.03830	164.06	24.192	0.003	443.08	-0.1829
540	0.01226	2.02010	153.06	24.144	0.006	440.80	-0.3361
541	0.01294	1.99080	141.46	24.077	0.008	438.38	-0.5077
542	0.01372	1.95120	129.25	23.993	0.011	436.00	-0.7095
543	0.01457	1.90280	116.48	23.892	0.013	433.86	-0.9171
544	0.01548	1.84670	103.17	23.778	0.015	432.21	-1.1293
545	0.01643	1.78400	89.39	23.653	0.016	431.24	-1.3168
546	0.01741	1.71560	75.19	23.519	0.017	431.15	-1.4742
547	0.01842	1.64260	60.60	23.381	0.016	432.03	-1.5815
548	0.01944	1.56590	45.68	23.241	0.014	433.89	-1.6316
549	0.02048	1.48590	30.47	23.103	0.010	436.60	-1.6200
550	0.02151	1.40330	14.99	22.970	0.006	439.95	-1.5479
551	0.02255	1.31850	359.28	22.846	-0.000	443.59	-1.4194
552	0.02358	1.23210	343.37	22.734	-0.007	447.09	-1.2491
553	0.02460	1.14430	327.28	22.637	-0.013	450.00	-1.0498
554	0.02560	1.05550	311.05	22.557	-0.019	451.86	-0.8417
555	0.02660	0.96601	294.69	22.496	-0.024	452.29	-0.6464
556	0.02758	0.87591	278.23	22.455	-0.027	451.02	-0.4836
557	0.02854	0.78561	261.69	22.436	-0.028	447.98	-0.3761
558	0.02948	0.69522	245.08	22.437	-0.027	443.29	-0.3329
559	0.03040	0.60502	228.44	22.460	-0.023	437.27	-0.3653
560	0.03130	0.51492	211.77	22.503	-0.016	430.40	-0.4667
561	0.03218	0.42549	195.09	22.564	-0.008	423.30	-0.6268
562	0.03303	0.33645	178.41	22.641	0.001	416.63	-0.8246
563	0.03386	0.24838	161.75	22.733	0.011	411.07	-1.0316
564	0.03466	0.16098	145.12	22.837	0.020	407.20	-1.2130
565	0.03544	0.07473	128.51	22.949	0.028	405.51	-1.3357
566	0.03619	0.01045	111.95	23.067	0.034	406.30	-1.3641
567	0.03692	0.09438	95.42	23.188	0.037	409.71	-1.2766
568	0.03762	0.17676	78.93	23.309	0.037	415.66	-1.0509
569	0.03829	0.25770	62.49	23.428	0.034	423.87	-0.6829
570	0.03894	0.33700	46.09	23.542	0.028	433.87	-0.1771
571	0.03956	0.41456	29.73	23.649	0.020	444.98	0.4450
572	0.04015	0.49009	13.40	23.747	0.009	456.42	1.1571
573	0.04072	0.56360	357.10	23.834	-0.002	467.30	1.9177
574	0.04126	0.63499	340.83	23.908	-0.014	476.74	2.6819
575	0.04178	0.70416	324.58	23.970	-0.024	483.93	3.3982
576	0.04227	0.77091	308.34	24.017	-0.033	488.22	4.0231
577	0.04273	0.83516	292.11	24.050	-0.040	489.20	4.5097
578	0.04317	0.89671	275.89	24.069	-0.043	486.76	4.8273
579	0.04358	0.95556	259.67	24.072	-0.043	481.07	4.9455
580	0.04397	1.01150	243.44	24.062	-0.039	472.62	4.8635
581	0.04433	1.06450	227.19	24.038	-0.033	462.11	4.5803
582	0.04466	1.11440	210.93	24.000	-0.023	450.43	4.1208
583	0.04498	1.16110	194.64	23.951	-0.011	438.52	3.5168
584	0.04526	1.20440	178.33	23.890	0.001	427.33	2.8182
585	0.04552	1.24440	161.99	23.820	0.014	417.72	2.0763
586	0.04575	1.28080	145.61	23.742	0.026	410.41	1.3553
587	0.04596	1.31350	129.19	23.656	0.036	405.90	0.7029
588	0.04614	1.34250	112.73	23.566	0.043	404.50	0.1755
589	0.04629	1.36770	96.23	23.472	0.046	406.28	-0.1953
590	0.04642	1.38900	79.68	23.376	0.046	411.08	-0.3786
591	0.04652	1.40640	63.08	23.280	0.041	418.47	-0.3712
592	0.04659	1.41950	46.44	23.186	0.034	427.84	-0.1729
593	0.04663	1.42860	29.76	23.096	0.023	438.37	0.1853
594	0.04664	1.43360	13.03	23.011	0.011	449.09	0.6733
595	0.04663	1.43420	356.26	22.934	-0.003	458.99	1.2292
596	0.04658	1.43050	339.45	22.865	-0.016	467.09	1.8006
597	0.04650	1.42250	322.61	22.806	-0.028	472.57	2.3158
598	0.04640	1.40990	305.74	22.759	-0.038	474.83	2.7235
599	0.04626	1.39300	288.85	22.724	-0.044	473.62	2.9715
600	0.04608	1.37170	271.94	22.702	-0.046	469.04	3.0355
601	0.04588	1.34590	255.02	22.695	-0.044	461.54	2.8996
602	0.04564	1.31560	238.09	22.701	-0.039	451.86	2.5818
603	0.04536	1.28080	221.17	22.721	-0.030	440.93	2.1066
604	0.04505	1.24140	204.26	22.754	-0.019	429.79	1.5268
605	0.04471	1.19760	187.37	22.800	-0.006	419.43	0.8945
606	0.04433	1.14940	170.50	22.858	0.007	410.78	0.2815
607	0.04391	1.09670	153.66	22.926	0.019	404.52	-0.2584
608	0.04346	1.03980	136.86	23.003	0.030	401.17	-0.6668
609	0.04297	0.97851	120.10	23.086	0.037	400.97	-0.9118
610	0.04244	0.91291	103.38	23.175	0.041	403.91	-0.9678
611	0.04188	0.84317	86.71	23.266	0.042	409.75	-0.8342
612	0.04128	0.76927	70.09	23.358	0.039	418.02	-0.5223
613	0.04064	0.69142	53.52	23.448	0.033	428.05	-0.0628
614	0.03996	0.60971	37.00	23.534	0.024	439.03	0.5070
615	0.03925	0.52424	20.54	23.614	0.014	450.08	1.1318
616	0.03850	0.43501	4.13	23.686	0.003	460.31	1.7687
617	0.03771	0.34230	347.76	23.749	-0.008	468.88	2.3558
618	0.03689	0.24632	331.45	23.801	-0.018	475.16	2.8542
619	0.03603	0.14695	315.18	23.840	-0.025	478.70	3.2202
620	0.03514	0.04460	298.96	23.867	-0.031	479.34	3.4345
621	0.03422	0.06055	282.78	23.879	-0.033	477.19	3.4781
622	0.03327	0.16840	266.65	23.878	-0.033	472.59	3.3569
623	0.03229	0.27867	250.56	23.862	-0.030	466.09	3.0810
624	0.03128	0.39115	234.52	23.833	-0.025	458.36	2.6751
625	0.03024	0.50547	218.53	23.792	-0.019	450.10	2.1680
626	0.02918	0.62152	202.59	23.739	-0.011	441.99	1.5963
627	0.02810	0.73892	186.71	23.675	-0.003	434.64	0.9968
628	0.02700	0.85719	170.90	23.604	0.004	428.50	0.4031
629	0.02588	0.97614	155.16	23.525	0.011	423.89	-0.1534
630	0.02476	1.09520	139.53	23.443	0.016	420.94	-0.6497
631	0.02363	1.21390	124.01	23.358	0.020	419.65	-1.0708
632	0.02249	1.33180	108.63	23.274	0.021	419.87	-1.4094
633	0.02136	1.44820	93.42	23.192	0.021	421.36	-1.6637
634	0.02024	1.56230	78.42	23.116	0.020	423.77	-1.8442
635	0.01914	1.67300	63.67	23.046	0.017	426.77	-1.9567
636	0.01807	1.77980	49.22	22.986	0.014	430.00	-2.0202
637	0.01704	1.88100	35.13	22.936	0.010	433.18	-2.0434
638	0.01606	1.97540	21.46	22.899	0.006	436.06	-2.0458
639	0.01514	2.06110	8.27	22.874	0.002	438.53	-2.0226
640	0.01432	2.13650	355.60	22.863	-0.001	440.54	-1.9955
641	0.01360	2.19910	343.50	22.866	-0.004	442.11	-1.9415
642	0.01301	2.24690	331.96	22.882	-0.006	443.33	-1.8839
643	0.01256	2.27810	320.92	22.911	-0.008	444.31	-1.7904
644	0.01229	2.29110	310.29	22.952	-0.009	445.15	-1.6856
645	0.01218	2.28500	299.88	23.002	-0.011	445.89	-1.5369
646	0.01226	2.26010	289.50	23.062	-0.012	446.56	-1.3774
647	0.01252	2.21730	278.94	23.128	-0.012	447.10	-1.1811
648	0.01293	2.15850	268.02	23.198	-0.013	447.41	-0.9869
649	0.01350	2.08560	256.64	23.271	-0.013	447.35	-0.7809
650	0.01418	2.00120	244.74	23.345	-0.013	446.80	-0.5982
651	0.01496	1.90730	232.30	23.417	-0.012	445.63	-0.4357
652	0.01583	1.80600	219.35	23.485	-0.010	443.80	-0.3174
653	0.01676	1.69890	205.94	23.549	-0.007	441.32	-0.2427
654	0.01773	1.58750	192.11	23.605	-0.004	438.32	-0.2217
655	0.01874	1.47300	177.92	23.654	0.001	435.00	-0.2464
656	0.01977	1.35640	163.41	23.693	0.006	431.66	-0.3126
657	0.02082	1.23860	148.62	23.723	0.011	428.65	-0.4069
658	0.02187	1.12040	133.58	23.742	0.016	426.33	-0.5107
659	0.02292	1.00210	118.34	23.750	0.020	425.03	-0.5993
660	0.02396	0.88440	102.91	23.747	0.023	425.05	-0.6528
661	0.02498	0.76777	87.31	23.734	0.025	426.56	-0.6500
662	0.02599	0.65249	71.56	23.712	0.025	429.62	-0.5711
663	0.02698	0.53885	55.67	23.679	0.022	434.13	-0.4134
664	0.02795	0.42713	39.67	23.639	0.018	439.82	-0.1701
665	0.02888	0.31774	23.54	23.590	0.012	446.29	0.1423
666	0.02979	0.21066	7.32	23.536	0.004	452.98	0.5092
667	0.03067	0.10618	351.00	23.477	-0.005	459.25	0.9018
668	0.03151	0.00441	334.58	23.414	-0.014	464.45	1.2937
669	0.03232	0.09457	318.09	23.349	-0.022	467.94	1.6448
670	0.03310	0.19046	301.51	23.283	-0.028	469.23	1.9287
671	0.03383	0.28336	284.87	23.217	-0.033	467.99	2.1099
672	0.03452	0.37298	268.15	23.154	-0.035	464.16	2.1697
673	0.03518	0.45932	251.38	23.094	-0.033	457.93	2.0912
674	0.03580	0.54247	234.55	23.039	-0.029	449.76	1.8753
675	0.03637	0.62206	217.67	22.989	-0.022	440.32	1.5259
676	0.03690	0.69827	200.74	22.947	-0.013	430.41	1.0737
677	0.03740	0.77101	183.78	22.912	-0.002	420.89	0.5462
678	0.03784	0.84027	166.78	22.885	0.009	412.59	-0.0058
679	0.03825	0.90597	149.76	22.868	0.019	406.26	-0.5382
680	0.03862	0.96819	132.72	22.860	0.028	402.44	-0.9960
681	0.03894	1.02670	115.67	22.862	0.035	401.52	-1.3372
682	0.03923	1.08180	98.60	22.874	0.039	403.61	-1.5204
683	0.03947	1.13320	81.54	22.896	0.039	408.62	-1.5263
684	0.03967	1.18130	64.47	22.928	0.036	416.17	-1.3419
685	0.03983	1.22570	47.42	22.969	0.029	425.71	-0.9817
686	0.03996	1.26660	30.38	23.018	0.020	436.46	-0.4638
687	0.04004	1.30390	13.35	23.075	0.009	447.52	0.1665
688	0.04009	1.33780	356.35	23.139	-0.003	457.94	0.8682
689	0.04010	1.36810	339.38	23.209	-0.014	466.79	1.5785
690	0.04007	1.39500	322.43	23.282	-0.024	473.30	2.2500
691	0.04001	1.41850	305.51	23.359	-0.033	476.91	2.8264
692	0.03991	1.43860	288.63	23.436	-0.038	477.35	3.2679
693	0.03978	1.45530	271.77	23.514	-0.040	474.67	3.5419
694	0.03962	1.46870	254.95	23.590	-0.038	469.25	3.6381
695	0.03942	1.47880	238.16	23.662	-0.033	461.67	3.5523
696	0.03919	1.48570	221.40	23.729	-0.026	452.75	3.3059
697	0.03894	1.48920	204.66	23.789	-0.016	443.36	2.9230
698	0.03865	1.48960	187.95	23.841	-0.005	434.36	2.4502
699	0.03834	1.48690	171.26	23.883	0.006	426.55	1.9279
700	0.03800	1.48100	154.58	23.915	0.016	420.57	1.4120
701	0.03763	1.47210	137.91	23.935	0.025	416.87	0.9405
702	0.03724	1.46010	121.24	23.943	0.032	415.71	0.5601
703	0.03682	1.44500	104.57	23.937	0.036	417.11	0.2967
704	0.03638	1.42700	87.90	23.918	0.036	420.91	0.1723
705	0.03592	1.40610	71.20	23.886	0.034	426.72	0.1846
706	0.03543	1.38210	54.49	23.841	0.029	434.00	0.3317
707	0.03492	1.35540	37.74	23.783	0.021	442.06	0.5834
708	0.03439	1.32580	20.96	23.714	0.012	450.14	0.9125
709	0.03384	1.29340	4.14	23.635	0.002	457.47	1.2755
710	0.03327	1.25820	347.26	23.547	-0.007	463.32	1.6325
711	0.03269	1.22030	330.33	23.452	-0.016	467.10	1.9323
712	0.03208	1.17970	313.34	23.353	-0.023	468.43	2.1417
713	0.03146	1.13630	296.28	23.251	-0.028	467.15	2.2238
714	0.03081	1.09040	279.16	23.149	-0.030	463.38	2.1590
715	0.03015	1.04190	261.97	23.049	-0.030	457.46	1.9370
716	0.02948	0.99086	244.70	22.954	-0.027	449.96	1.5661
717	0.02878	0.93732	227.36	22.867	-0.021	441.57	1.0646
718	0.02808	0.88127	209.95	22.789	-0.014	433.03	0.4723
719	0.02735	0.82301	192.47	22.723	-0.006	425.08	-0.1703
720	0.02661	0.76223	174.93	22.671	0.002	418.38	-0.8077
721	0.02586	0.69914	157.32	22.633	0.010	413.42	-1.3959
722	0.02509	0.63393	139.65	22.612	0.016	410.55	-1.8846
723	0.02431	0.56640	121.93	22.608	0.021	409.90	-2.2444
724	0.02351	0.49694	104.15	22.620	0.023	411.43	-2.4532
725	0.02271	0.42527	86.33	22.650	0.023	414.90	-2.5079
726	0.02189	0.35156	68.45	22.694	0.020	419.91	-2.4122
727	0.02106	0.27603	50.53	22.754	0.016	425.94	-2.1885
728	0.02022	0.19866	32.56	22.826	0.011	432.42	-1.8617
729	0.01937	0.11965	14.53	22.910	0.005	438.73	-1.4648
730	0.01852	0.03900	356.44	23.002	-0.001	444.35	-1.0346
731	0.01766	0.04328	338.28	23.101	-0.007	448.81	-0.6072
732	0.01679	0.12702	320.03	23.203	-0.011	451.84	-0.2141
733	0.01592	0.21211	301.67	23.307	-0.014	453.32	0.1109
734	0.01505	0.29825	283.18	23.410	-0.015	453.32	0.3504
735	0.01418	0.38546	264.52	23.510	-0.014	452.06	0.4887
736	0.01332	0.47354	245.65	23.604	-0.012	449.90	0.5249
737	0.01247	0.56229	226.53	23.691	-0.009	447.26	0.4678
738	0.01163	0.65162	207.10	23.769	-0.005	444.57	0.3359
739	0.01082	0.74114	187.28	23.836	-0.001	442.23	0.1534
740	0.01003	0.83057	166.99	23.891	0.002	440.56	-0.0510
741	0.00927	0.91970	146.12	23.934	0.005	439.78	-0.2530
742	0.00857	1.00810	124.57	23.964	0.007	439.95	-0.4311
743	0.00794	1.09510	102.21	23.980	0.008	441.03	-0.5738
744	0.00738	1.18000	78.96	23.983	0.007	442.84	-0.6817
745	0.00693	1.26180	54.78	23.974	0.006	445.08	-0.7539
746	0.00660	1.33920	29.73	23.952	0.003	447.42	-0.8035
747	0.00642	1.41020	4.04	23.919	0.000	449.47	-0.8364
